zpid,home type,region,value,bed,bath,sqft,address full,address,city,state,zip,status,time on zillow,views,saves,description,type,year built,heating,cooling,parking,hoa,lot,price/sqft,garage spaces,attached garage,stories,major remodel year,monthly cost,school 1,school 2,school 3,lat,lon,api lat,api lon,api link,api zestimate,api zestimate low,api zestimate high,api rent zestimate,api rent zestimate low,api rent zestimate high,date sold,home value,rent value,date available,pets,laundry,deposit & fees,api neighborhood index
27599853,Sold,Sugar Land,227000.0,4.0,3.0,2150.0,"1226 Cambrian Park Ct, Sugar Land, TX 77479",1226 Cambrian Park Ct,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Welcome to your new home in this highly sought-after neighborhood in Sugar Land. On a quiet cul de sac, this inviting home offers a covered front porch and peaceful, landscaped backyard. Featuring an open floor plan, 4 bedrooms, 2 1/2 baths, with the master bedroom downstairs for privacy; 3 bedrooms, one bath, and game room upstairs. Hardwood floors downstairs, granite counters in kitchen, and brand new stainless steel appliances. Built-in custom cabinets in the garage, new interior paint throughout, recent carpet and surround sound speakers in the living room, as well as pre-wired patio speakers. The sports complex and pool are within walking distance and the neighborhood is zoned to highly rated Fort Bend ISD schools. No flooding issues.More",Single Family,1998.0,Other,Central,4.0,85.0,6320.0,,,,,,,10.0,10.0,7.0,,,29.584297,-95.687598,http://www.zillow.com/homedetails/1226-Cambrian-Park-Ct-Sugar-Land-TX-77479/27599853_zpid/,230757,209989,253833,1800,1656,1944,09/13/18,229987.0,,,,,,
27599870,Sold,Sugar Land,229000.0,3.0,2.0,1935.0,"1111 Woodley Bnd, Sugar Land, TX 77479",1111 Woodley Bnd,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Original Owner! One story home full of Charm! Pride of ownership shows at this house! Home is in Desirable Master Planned Community of New Territory. Easy access to Hwy 6/59, Area shopping & dining! Perfect for a!More",Single Family,1997.0,Other,Central,2.0,8.0,6268.0,,,,,,,10.0,10.0,7.0,,,29.586464,-95.684468,http://www.zillow.com/homedetails/1111-Woodley-Bnd-Sugar-Land-TX-77479/27599870_zpid/,237496,213746,263621,1750,1663,1837,05/25/17,236565.0,,,,,,
27599986,Sold,Sugar Land,242450.0,3.0,3.0,2444.0,"1102 Woodley Bnd, Sugar Land, TX 77479",1102 Woodley Bnd,Sugar Land,TX,77479,Sold,,,,"1102 Woodley Bnd, Sugar Land, TX is a single family home that contains 2,444 sq ft and was built in 1998. It contains 3 bedrooms and 3 bathrooms. This home last sold for $242,450 in June 2017. The Zestimate for this house is $251,091, which has decreased by $724 in the last 30 days. The Rent Zestimate for this home is $1,872/mo, which has increased by $43/mo in the last 30 days. More",Single Family,1998.0,Other,Central,2.0,8.0,6268.0,,,,,,,10.0,10.0,7.0,,,29.586784,-95.684998,http://www.zillow.com/homedetails/1102-Woodley-Bnd-Sugar-Land-TX-77479/27599986_zpid/,252016,226814,279738,1875,1762,1988,06/07/17,251091.0,,,,,,
27600416,Sold,Sugar Land,167000.0,3.0,3.0,2080.0,"11826 Gardner Park Ln, Sugar Land, TX 77498",11826 Gardner Park Ln,Sugar Land,TX,77498,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.**NO MORE OFFERS ACCEPTED** Great opportunity! TLC needed and priced accordingly. Priced under market considerably! Great investment or first time conventional buyer! 3 bedrooms up with 2 full baths; half bath down. Fenced back yard. Formal dining, family room, kitchen and nice-sized laundry room downstairs. Close proximity to Constellation Field and Cullinan Park. Good schools - FBISD.More",Single Family,1996.0,Other,Central,4.0,37.0,6324.0,,,,,,,6.0,9.0,8.0,,,29.642992,-95.65623,http://www.zillow.com/homedetails/11826-Gardner-Park-Ln-Sugar-Land-TX-77498/27600416_zpid/,170242,154920,187266,1600,1488,1744,06/18/18,169355.0,,,,,,
27600431,Sold,Sugar Land,220000.0,4.0,3.0,2317.0,"11819 Pedernales Falls Ln, Sugar Land, TX 77498",11819 Pedernales Falls Ln,Sugar Land,TX,77498,Sold,,,,"11819 Pedernales Falls Ln, Sugar Land, TX is a single family home that contains 2,317 sq ft and was built in 1998. It contains 4 bedrooms and 3 bathrooms. This home last sold for $220,000 in March 2018. The Zestimate for this house is $224,994, which has decreased by $870 in the last 30 days. The Rent Zestimate for this home is $1,750/mo, which has increased by $35/mo in the last 30 days. More",Single Family,1998.0,Other,Central,2.0,No Data,6342.0,,,,,,,6.0,9.0,8.0,,,29.643298,-95.656603,http://www.zillow.com/homedetails/11819-Pedernales-Falls-Ln-Sugar-Land-TX-77498/27600431_zpid/,226149,205796,248764,1700,1564,1836,03/23/18,224994.0,,,,,,
27600450,Sold,Sugar Land,213000.0,4.0,2.0,1919.0,"11826 Caprock Canyons Ln, Sugar Land, TX 77498",11826 Caprock Canyons Ln,Sugar Land,TX,77498,Sold,,,,"11826 Caprock Canyons Ln, Sugar Land, TX is a single family home that contains 1,919 sq ft and was built in 1998. It contains 4 bedrooms and 2 bathrooms. This home last sold for $213,000 in May 2017. The Zestimate for this house is $220,843, which has decreased by $647 in the last 30 days. The Rent Zestimate for this home is $1,700/mo. More",Single Family,1998.0,Other,Central,2.0,No Data,6581.0,,,,,,,6.0,9.0,8.0,,,29.643372,-95.658032,http://www.zillow.com/homedetails/11826-Caprock-Canyons-Ln-Sugar-Land-TX-77498/27600450_zpid/,221740,199566,246131,1700,1615,1785,05/18/17,220843.0,,,,,,
27604268,For Sale,Sugar Land,215000.0,3.0,2.0,1460.0,"3203 Battle Ridge Ln, Sugar Land, TX 77479",3203 Battle Ridge Ln,Sugar Land,TX,77479,For sale,23.0,665.0,25.0,"Great for investors! Charming 1 story home, 3 bed, 2 full bath located in Settlers Grove. Zoned to best schools in Fort Bend! Close proximity to First Colony Mall and Town Center! Beautiful wood floors in the living areas, tiled kitchen, just installed granite counter tops in kitchen, carpet in all bedrooms. New a/c installed last year, sprinkler system throughout the yard. Home is tenant occupied, lease runs through November 2021. Please do not disturb tenants, drive by only. Arrangements can be made if buyer wants to view inside the home.",Single Family,1983.0,Other,Central,2.0,40.0,6930.0,147.0,2.0,Yes,1.0,1983.0,1419.0,8.0,10.0,10.0,,,29.574808,-95.596997,http://www.zillow.com/homedetails/3203-Battle-Ridge-Ln-Sugar-Land-TX-77479/27604268_zpid/,209941,199444,220438,1650,1501,1732,,,,,,,,
27604292,For Sale,Sugar Land,247500.0,4.0,2.0,1828.0,"3727 Bartons Ln, Sugar Land, TX 77479",3727 Bartons Ln,Sugar Land,TX,77479,For sale,7.0,705.0,31.0,"Welcome to 3727 Barton Lane, located in the desirable area of Settlers Grove, zoned to top rated Fort Bend ISD schools. The 4 bedroom, 2 bath w an amazing outdoor kitchen is located in the heart of First Colony in Sugar Land. The Open Concept flows easily from room to room. The home offers a flex room or Formal Dining & Living or even an office. Enjoy the soft gray color palette w an abundance of Natural lighting. Freshly painted, you will love the kitchen w dark gray bottom cabinets & white upper cabinets. Be sure to check out the master bath, the room definitely has the WOW factor. Gorgeous Granite, updated shower, you will fall in love w this master bath. One of the best feature is the amazing outdoor space, the cover patio w outdoor kitchen it a perfect way to spend the evening watching a game or just relaxing. Located close to shopping, restaurants, cafe and close to the Ft Bend ISD schools. Easy access to 69, making it a great place if you have a commute. Location, Location",Single Family,1984.0,Other,Central,2.0,33.0,6943.0,135.0,2.0,Yes,1.0,1984.0,1621.0,8.0,10.0,10.0,,,29.575558,-95.594327,http://www.zillow.com/homedetails/3727-Bartons-Ln-Sugar-Land-TX-77479/27604292_zpid/,238076,226172,249980,1650,1568,1799,,,,,,,,
27604296,Sold,Sugar Land,244000.0,4.0,2.0,2219.0,"3815 Bartons Ln, Sugar Land, TX 77479",3815 Bartons Ln,Sugar Land,TX,77479,Sold,,,,"3815 Bartons Ln, Sugar Land, TX is a single family home that contains 2,219 sq ft and was built in 1984. It contains 4 bedrooms and 2 bathrooms. This home last sold for $244,000 in September 2017. The Zestimate for this house is $251,254, which has decreased by $645 in the last 30 days. The Rent Zestimate for this home is $1,775/mo, which has decreased by $25/mo in the last 30 days. More",Single Family,1984.0,Other,Central,2.0,No Data,6943.0,,,,,,,8.0,10.0,10.0,,,29.575555,-95.593573,http://www.zillow.com/homedetails/3815-Bartons-Ln-Sugar-Land-TX-77479/27604296_zpid/,251956,226760,279671,1800,1710,1944,09/22/17,251254.0,,,,,,
27604321,For Sale,Sugar Land,224990.0,3.0,3.0,1843.0,"3811 Flintrock Ln, Sugar Land, TX 77479",3811 Flintrock Ln,Sugar Land,TX,77479,For sale,58.0,790.0,36.0,"Charming 3/2.5/2 in Settlers Grove. Beautiful landscaping & mature shade trees create outstanding curb appeal. Inside find tile & wood floors (no carpet) with very generous room sizes, plantation shutters & soft neutral paint throughout. 1st floor living & dining room combo. Updated kitchen is open to breakfast room & family room. Family room with wood burning fireplace surrounded by built-in shelving. Kitchen w/extensive cabinetry, over-sized drawers, granite counter tops with natural stone back-splash with glass tile inserts & under cabinet lights. Enjoy gas cooking with SS appliances. On the 2nd floor, find 3 spacious bedrooms & 2 full updated baths. Recent gas water heater & Pex plumbing. Insulated Low-E windows, Energy Star appliances. Sprawling fenced back yard with sprinkler system, large patio, and huge shade trees. Refrigerator, washer & dryer are included. Great location near shopping & dining. Only a short walk to Settler's Way Elem. Call today for private showing!",Single Family,1983.0,Other,Central,2.0,40.0,7479.0,122.0,2.0,Yes,2.0,1983.0,1483.0,8.0,10.0,10.0,,,29.574073,-95.594021,http://www.zillow.com/homedetails/3811-Flintrock-Ln-Sugar-Land-TX-77479/27604321_zpid/,216884,206040,227728,1750,1610,1837,,,,,,,,
27604375,For Sale,Sugar Land,240000.0,4.0,3.0,2671.0,"3251 E Rangecrest Pl, Sugar Land, TX 77479",3251 E Rangecrest Pl,Sugar Land,TX,77479,For sale,59.0,2886.0,105.0,"Fixer upper in Settlers Grove. Located in the heart of First Colony in Sugar Land. Just minutes from First Colony Mall and Sugar Land Town Square, as well as an abundance of casual and fine dining restaurants. You'll find that 3251 East Rangecrest sits quietly on the corner with no neighbors to the right. Just out your door you can hit the trails on the beautiful and established neighborhood of Settlers Grove. This 2671 sqft. home has an amazing layout and so much potential. You'll love the high vaulted ceilings and the additional living spaces. You'll find plenty of room to spread out with a living room, game room and flex room down. Master suite down and three bedrooms up. This home needs a little TLC but it's the right find for anyone looking to customize their dream home or for an investor looking for their next project.",Single Family,1983.0,Other,Central,2.0,39.0,8350.0,90.0,2.0,Yes,2.0,1983.0,1579.0,8.0,10.0,10.0,,,29.572481,-95.59183,http://www.zillow.com/homedetails/3251-E-Rangecrest-Pl-Sugar-Land-TX-77479/27604375_zpid/,234338,222621,246055,1800,1710,1998,,,,,,,,
27604382,For Sale,Sugar Land,244500.0,3.0,2.0,2100.0,"3202 W Rangecrest Pl, Sugar Land, TX 77479",3202 W Rangecrest Pl,Sugar Land,TX,77479,For sale,307.0,572.0,17.0,"THIS CHARMING HOME IS SITUATED IN A WONDERFUL NEIGHBORHOOD THAT IS CONVENIENT TO EVERYTHING! NEW BACK COVERED PATIO, NEW PAINT, UPDATED RESTROOM AND SHOWER. THE DRAMATIC ARCHITECTURE OF THIS HOME IS STUNNING! THE ISLAND KITCHEN IS SPACIOUS&HAS BEEN UPDATED W/GRANITE, STAINLESS APPLIANCES & TILE FLOORING! THE DINING ROOM OPENS TO THE LIVING ROOM THAT FEATURES A VAULTED CEILING&STUNNING FIREPLACE! THE MASTER BEDROOM FLOWS INTO THE PRIVATE MASTER BATH THAT HAS DOUBLE SINKS! YOU WILL LOVE THE PRIVATE COURT YARD W/ FOUNTAIN! HOME BACKS TO GREENBELT! A MUST SEE!!",Single Family,1984.0,Other,Central,2.0,33.0,7392.0,116.0,2.0,Yes,1.0,1984.0,1601.0,8.0,10.0,10.0,,,29.5736,-95.593268,http://www.zillow.com/homedetails/3202-W-Rangecrest-Pl-Sugar-Land-TX-77479/27604382_zpid/,234198,222488,245908,1800,1710,1890,,,,,,,,
27604395,Sold,Sugar Land,232500.0,3.0,3.0,1843.0,"3234 E Rangecrest Pl, Sugar Land, TX 77479",3234 E Rangecrest Pl,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.This home has just been totally remodeled. It is in Settler's Grove in Sugar Land's First Colony close to some of the top rated schools in Texas - 2.5 miles from Clements High School, 0.7 mile from First Colony Middle School and 0.3 mile from Settler's Way Elementary. 1843 square feet living area plus a large 2 car attached garage with automatic door opener operated by remotes and keypad. - 3 bedrooms. All upstairs. Large Master with 10 ft ceiling. - 2.5 baths. 2 full baths upstairs and powder room with granite counter and under mounted sink downstairs. - Family room with fireplace, vaulted ceiling and totally open to kitchen nook and kitchen. - Living room/study - Large dining room off kitchen - Kitchen with dark granite counters, white refinished cabinets with new pulls, and all new stainless Whirlpool appliances: Range, microwave, dishwasher, garbage disposal - Kitchen eating nook area - Large laundry room with wall cabinets and hanging rod with shelf. Washer and dryer connections. Electric and gas services available for dryer. All plumbing fixtures are new including 6 faucets, 3 elongated toilets, and sinks in powder room and kitchen. All water service valves were replaced with new quarter turn valves and stainless steel braided feed lines. New 40 gallon hot water heater. All downstairs flooring is tile and laminated wood. All upstairs flooring is new carpeting except bathrooms which are tile. The home was fully painted inside and outside including all ceilings, walls, closets, and garage. All exterior wood was replaced with Hardie Plank. A new front door unit was added. The door knobs and locks are new throughout the house. All A/C registers are new with new programmable heating/cooling thermostat. A/C duct work is new. Most light fixtures were replaced and new recessed can lighting was added in the entry, hall, kitchen and nook areas. All light switches and receptacles throughout were updated with new including face plates. Large trees were trimmed and new landscaping added.MoreWhat I Love About The HomeFresh, clean, and like new.",Single Family,1984.0,Forced air,Central,2.0,None,6795.0,,,,,,,8.0,10.0,10.0,,,29.573098,-95.59235,http://www.zillow.com/homedetails/3234-E-Rangecrest-Pl-Sugar-Land-TX-77479/27604395_zpid/,229478,208825,252426,1600,1504,1792,06/07/18,228258.0,,,,,,
27604448,Sold,Sugar Land,78000.0,4.0,3.0,2056.0,"2543 Buffalo Trl, Sugar Land, TX 77479",2543 Buffalo Trl,Sugar Land,TX,77479,Sold,,,,"2543 Buffalo Trl, Sugar Land, TX is a single family home that contains 2,056 sq ft and was built in 1977. It contains 4 bedrooms and 3 bathrooms. This home last sold for $78,000 in April 2017. The Zestimate for this house is $237,470, which has increased by $688 in the last 30 days. The Rent Zestimate for this home is $1,750/mo, which has decreased by $47/mo in the last 30 days. More",Single Family,1977.0,Other,Central,2.0,50.0,8298.0,,,,,,,8.0,10.0,10.0,,,29.58704,-95.597992,http://www.zillow.com/homedetails/2543-Buffalo-Trl-Sugar-Land-TX-77479/27604448_zpid/,237470,216098,261217,1750,1610,1890,04/27/17,237470.0,,,,,,
27604454,Sold,Sugar Land,230000.0,3.0,2.0,1710.0,"2519 Buffalo Trl, Sugar Land, TX 77479",2519 Buffalo Trl,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Charming home in Settlers Park zoned to highly desirable Clements High School. This well maintained 3 bed, 2 bath home has an open living space. This home is tucked out of the way on a quiet street. Beautiful galley kitchen has granite counters and tumbled marble backsplash. Newly added wood-look porcelain tile runs throughout the entire home. Master bath features updated shower and granite counter. Recently built shed offers plenty of extra storage space.More",Single Family,1977.0,Other,Central,2.0,50.0,6983.0,,,,,,,8.0,10.0,10.0,,,29.586839,-95.599078,http://www.zillow.com/homedetails/2519-Buffalo-Trl-Sugar-Land-TX-77479/27604454_zpid/,232631,211694,255894,1650,1568,1799,02/15/19,231314.0,,,,,,
27604504,Sold,Sugar Land,235000.0,3.0,2.0,1796.0,"2830 Mesquite Dr, Sugar Land, TX 77479",2830 Mesquite Dr,Sugar Land,TX,77479,Sold,,,,"2830 Mesquite Dr, Sugar Land, TX is a single family home that contains 1,796 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. This home last sold for $235,000 in December 2018. The Zestimate for this house is $237,506, which has decreased by $329 in the last 30 days. The Rent Zestimate for this home is $1,700/mo, which has increased by $13/mo in the last 30 days. More",Single Family,1978.0,Other,Central,2.0,50.0,6359.0,,,,,,,8.0,10.0,10.0,,,29.582255,-95.600909,http://www.zillow.com/homedetails/2830-Mesquite-Dr-Sugar-Land-TX-77479/27604504_zpid/,238228,216787,262051,1700,1564,1785,12/22/18,237506.0,,,,,,
27604636,For Rent,Sugar Land,,3.0,2.0,1496.0,"3138 Windmill St, Sugar Land, TX 77479",3138 Windmill St,Sugar Land,TX,77479,House for rent,95.0,10.0,,"In the heart of Sugar Land. Outstanding schools. Close to Highway 6 and 59. Close to 99 Ranch, Walmart, HEB, Randalls etc.",Single Family,1977.0,Other,Central,2.0,,,1.0,2.0,,1.0,1977.0,,8.0,10.0,10.0,,,29.583391,-95.597505,http://www.zillow.com/homedetails/3138-Windmill-St-Sugar-Land-TX-77479/27604636_zpid/,214642,195324,236106,1550,1473,1674,,,1550.0,Contact manager,Contact manager,Contact manager,Contact manager,
27604711,Sold,Sugar Land,225500.0,3.0,2.0,1544.0,"3022 Shawnee Dr, Sugar Land, TX 77479",3022 Shawnee Dr,Sugar Land,TX,77479,Sold,,,,"3022 Shawnee Dr, Sugar Land, TX is a single family home that contains 1,544 sq ft and was built in 1980. It contains 3 bedrooms and 2 bathrooms. This home last sold for $225,500 in April 2018. The Zestimate for this house is $229,434, which has decreased by $909 in the last 30 days. The Rent Zestimate for this home is $1,650/mo, which has increased by $21/mo in the last 30 days. More",Single Family,1980.0,Other,Central,2.0,50.0,6590.0,,,,,,,8.0,10.0,10.0,,,29.582357,-95.599759,http://www.zillow.com/homedetails/3022-Shawnee-Dr-Sugar-Land-TX-77479/27604711_zpid/,230636,209879,253700,1600,1504,1792,04/06/18,229434.0,,,,,,
27604758,Sold,Sugar Land,183658.0,3.0,2.0,1409.0,"3014 Mosby Dr, Sugar Land, TX 77479",3014 Mosby Dr,Sugar Land,TX,77479,Sold,,,,"3014 Mosby Dr, Sugar Land, TX is a single family home that contains 1,409 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. This home last sold for $183,658 in April 2017. The Zestimate for this house is $190,814, which has decreased by $565 in the last 30 days. The Rent Zestimate for this home is $1,550/mo, which has increased by $35/mo in the last 30 days. More",Single Family,1978.0,Other,Central,1.0,50.0,7061.0,,,,,,,8.0,10.0,10.0,,,29.581545,-95.599827,http://www.zillow.com/homedetails/3014-Mosby-Dr-Sugar-Land-TX-77479/27604758_zpid/,191706,172535,212794,1500,1410,1695,04/10/17,190814.0,,,,,,
27604889,Sold,Sugar Land,233500.0,4.0,3.0,2324.0,"3019 Sleepy Hollow Dr, Sugar Land, TX 77479",3019 Sleepy Hollow Dr,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Great 4/2.5/2 home located in Settlers Park subdivision in the heart of Sugar Land. The home was designed for easy living and entertaining with open, spacious rooms and is move-in ready with fresh paint and recent carpet. The kitchen offers stainless appliances. The refrigerator stays with the home and the dishwasher and microwave were purchased 4/2018. There is a powder bath on the first floor convenient to the main living areas (living room, formal dining room, kitchen, breakfast area and family room) and the bedrooms including the master retreat are located on the second level. The backyard is large and offers a free standing shed. This home is zoned for excellent schools and is a short walk away from the elementary school. The neighborhood offers great recreational opportunities with parks, pool and tennis courts and is just minutes away from First Colony Mall and Town Center with premier shopping, dining and entertainment.More",Single Family,1982.0,Other,Central,2.0,50.0,6582.0,,,,,,,8.0,10.0,10.0,,,29.579572,-95.599877,http://www.zillow.com/homedetails/3019-Sleepy-Hollow-Dr-Sugar-Land-TX-77479/27604889_zpid/,235243,223481,251710,1800,1710,1944,07/12/18,242233.0,,,,,,
27604953,For Sale,Sugar Land,225000.0,3.0,2.0,1676.0,"3318 Hidden Creek Dr, Sugar Land, TX 77479",3318 Hidden Creek Dr,Sugar Land,TX,77479,For sale,23.0,535.0,7.0,"Great for investors! Nice family home centrally located in the heart of Sugar Land. Zoned to the best schools. Huge master bedroom, this 3 bedroom, 2 bath is perfect for new families! Great area off the kitchen, can be used as an entertainment area, or your very own office. A very quiet and safe neighborhood! Located near schools, parks, and shopping. New a/c installed 2018, sprinkler system, new oven, new granite countertops in kitchen, home has been completely repiped as well. Freshly painted throughout the home! Very nice pergola patio in the back yard to entertain guests. Home is tenant occupied, do not disturb tenants, drive by only. Arrangements can be made if you want to see inside.",Single Family,1982.0,Other,Central,2.0,40.0,6412.0,134.0,2.0,Yes,1.0,1982.0,1483.0,8.0,10.0,10.0,,,29.578616,-95.600929,http://www.zillow.com/homedetails/3318-Hidden-Creek-Dr-Sugar-Land-TX-77479/27604953_zpid/,218470,207547,229393,1500,1425,1740,,,,,,,,
27605007,Sold,Sugar Land,160000.0,3.0,2.0,1710.0,"3226 Kempwood Dr, Sugar Land, TX 77479",3226 Kempwood Dr,Sugar Land,TX,77479,Sold,,,,"3226 Kempwood Dr, Sugar Land, TX is a single family home that contains 1,710 sq ft and was built in 1982. It contains 3 bedrooms and 2 bathrooms. This home last sold for $160,000 in November 2017. The Zestimate for this house is $164,293, which has decreased by $430 in the last 30 days. The Rent Zestimate for this home is $1,600/mo. More",Single Family,1982.0,Other,Central,2.0,No Data,6921.0,,,,,,,8.0,10.0,10.0,,,29.576115,-95.601796,http://www.zillow.com/homedetails/3226-Kempwood-Dr-Sugar-Land-TX-77479/27605007_zpid/,164820,148338,182950,1650,1501,1799,11/10/17,164293.0,,,,,,
27605018,Sold,Sugar Land,234000.0,3.0,2.0,1710.0,"3114 Kempwood Dr, Sugar Land, TX 77479",3114 Kempwood Dr,Sugar Land,TX,77479,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Hurry!! Great floorplan with HUGE Family Room and Dining. What a perfect opportunity for entertaining Family and Friends with the wetbar and expansive covered patio. Spacious Kitchen with newly refinished countertops. True split floorplan with the Master Suite on one side of the home and the secondary bedrooms on the other for maximum privacy. Both baths have been updated. This home is just a few blocks from Settlers Way Elementary School and close and convenient to shopping and Hwy 59.More,Single Family,1983.0,Other,Central,4.0,38.0,7004.0,,,,,,,8.0,10.0,10.0,,,29.577705,-95.602102,http://www.zillow.com/homedetails/3114-Kempwood-Dr-Sugar-Land-TX-77479/27605018_zpid/,238552,217082,262407,1700,1564,1785,06/20/18,237307.0,,,,,,
27605054,For Sale,Sugar Land,224000.0,3.0,2.0,1710.0,"3323 Kempwood Dr, Sugar Land, TX 77479",3323 Kempwood Dr,Sugar Land,TX,77479,For sale,53.0,1298.0,42.0,"Schedule to see your new home sweet home in Settlers Park! Your new 3 bd 2 ba Sugar Land home is plenty spacious yet cozy w/ a wood burning brick fireplace in your family rm! Your formal dining space is open to your living rm & offers views of your front yd & new neighborhood! Better yet, enjoy a cup of coffee or evening rest on your welcoming front covered porch! Enjoy community park, community pool, walking distance to Settlers Way Elem, local shopping, dining & more! Wet bar between living rm & breakfast area is convenient! Laminate kitchen countertops have been well maintained! Wall oven, cook top & vent hood new in 2017, insulation added in Aug 2018, doors & dbl pane windows new in Sept 2015, roof new in 2017, mainline pipes in back yd replaced by city in 2018! Indoor utility space w/ cabinets & garage built ins are useful for organization & storage! Master rm and bath offer ample space & are split from secondary rms enhancing privacy! No flooding! Take a look & make it yours!",Single Family,1982.0,Other,Central,2.0,40.0,7352.0,131.0,2.0,Yes,1.0,1982.0,1447.0,8.0,10.0,10.0,,,29.575478,-95.600785,http://www.zillow.com/homedetails/3323-Kempwood-Dr-Sugar-Land-TX-77479/27605054_zpid/,214714,203978,225450,1650,1501,1799,,,,,,,,
27605112,Sold,Sugar Land,225000.0,3.0,2.0,1545.0,"3203 Pebble Lake Dr, Sugar Land, TX 77479",3203 Pebble Lake Dr,Sugar Land,TX,77479,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.STUNNING RENOVATED HOME LOCATED ON OVERSIZED LOT. HOME IS FRESHLY PAINTED. KITCHEN & ADJOINING BREAKFAST NOOK OPEN TO FAMILY ROOM. KITCHEN HAS STAINLESS STEEL APPLIANCES WITH GRANITE COUNTERS. LOVELY BRICK FIREPLACE FEATURED IN FAMILY ROOM WITH ACCESS TO BACKYARD. TWO SECONDARY BEDROOMS AND A FULL BATHROOM LOCATED AT FRONT OF THE HOME. LARGE MASTER BEDROOM IS TUCKED AWAY IN THE REAR OF THE HOME WITH A PRIVATE BATHROOM. THE HOME FEATURES A LARGED COVERED PATIO THAT PROVIDES OUTDOOR LIVING SPACE.More,Single Family,1983.0,Forced air,"Central, Other",2.0,No Data,10736.0,,,,,,,8.0,10.0,10.0,,,29.57631,-95.600205,http://www.zillow.com/homedetails/3203-Pebble-Lake-Dr-Sugar-Land-TX-77479/27605112_zpid/,232057,208851,257583,1650,1501,1799,10/13/17,231375.0,,,,,,
27605184,Sold,Sugar Land,225000.0,3.0,2.0,1710.0,"3407 Timber View Dr, Sugar Land, TX 77479",3407 Timber View Dr,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Fully remodeled one story home in the heart of Sugar Land! This home features 3 bedrooms and two baths. Crown moldings, extensive tile flooring in Family room, Dining, kitchen, hallways and all wet areas. All bedrooms have laminate wood flooring, no carpet! Fabulous updated kitchen with granite, decorator backspash, recent cabinets and fixtures. Spacious Master with 2 closets, master bath features granite & recent cabinets and fixtures. Double pane windows, recent doors, duck work has been redone, soaring ceilings, dry bar, extensive stamped concert patio. Home is located with-in walking distance to community pool, close to lakes, neighborhood aquatic park & zoned to exemplary schools.More",Single Family,1982.0,Other,Central,2.0,No Data,6682.0,,,,,,,8.0,10.0,10.0,,,29.574404,-95.600661,http://www.zillow.com/homedetails/3407-Timber-View-Dr-Sugar-Land-TX-77479/27605184_zpid/,228970,208363,251867,1650,1501,1799,08/14/18,227974.0,,,,,,
27607205,For Sale,Sugar Land,245000.0,4.0,2.0,2648.0,"2314 Mason Dr, Sugar Land, TX 77498",2314 Mason Dr,Sugar Land,TX,77498,For sale,58.0,545.0,4.0,"Country living right in the city. No MUD, no HOA, no city taxes. Very low tax rate. Own water well and septic. Nice and clean spacious house. Huge, almost half and acre lot. House is much larger than the Appraisal district square footage. A lot of exits all around. Wonderful location, close to everything, priced low. House was completely renovated in 2013 and has been leased since then to a family who want to stay there for a very long time. Enough space to have a nice playground. Plenty of rooms, large and small. Excellent location next to West Airport Blvd and Highway 6. Excellent and highly rated Fort Bend schools. A lot of upgrades have been done recently, with a 1 year old 5 ton HVAC system. The house is leased currently and lease end next summer. Property is suitable for an investor who has the vision to keep the current tenants for a long time. Rent is due for an increase in July. No MUD taxes and no HOA regulations lends a lot of flexibility to alternate use.",Single Family,1969.0,Other,Central,2.0,,0.42,93.0,2.0,,1.0,1969.0,1572.0,9.0,7.0,6.0,,,29.653753,-95.631156,http://www.zillow.com/homedetails/2314-Mason-Dr-Sugar-Land-TX-77498/27607205_zpid/,232827,216529,244468,1750,1663,1837,,,,,,,,
27608121,Sold,Missouri City,222000.0,4.0,2.5,2492.0,"603 Go Man Go Dr, Stafford, TX 77477",603 Go Man Go Dr,Stafford,TX,77477,Sold,,,,"603 Go Man Go Dr, Stafford, TX is a single family home that contains 2,492 sq ft and was built in 1992. It contains 4 bedrooms and 2.5 bathrooms. This home last sold for $222,000 in July 2018. The Zestimate for this house is $225,185, which has decreased by $737 in the last 30 days. The Rent Zestimate for this home is $1,780/mo, which has increased by $30/mo in the last 30 days. More",Single Family,1992.0,Other,Central,2.0,No Data,8102.0,,,,,,,4.0,6.0,3.0,,,29.608506,-95.540751,http://www.zillow.com/homedetails/603-Go-Man-Go-Dr-Stafford-TX-77477/27608121_zpid/,226210,205851,248831,1800,1656,1944,07/02/18,225185.0,,,,,,
