zpid,home type,region,value,bed,bath,sqft,address full,address,city,state,zip,status,time on zillow,views,saves,description,type,year built,heating,cooling,parking,hoa,lot,price/sqft,garage spaces,attached garage,stories,major remodel year,monthly cost,school 1,school 2,school 3,lat,lon,api lat,api lon,api link,api zestimate,api zestimate low,api zestimate high,api rent zestimate,api rent zestimate low,api rent zestimate high,date sold,home value,rent value,date available,pets,laundry,deposit & fees,api neighborhood index,rent estimate,closing cost,prop tax,total project cost,down payment,loan amount,monthly p&i,total cash needed,vacancy expense,repair expense,capex expense,management expense,hoa expense,monthly expenses,monthly cashflow,cash on cash roi
27604448,Sold,Sugar Land,78000.0,4.0,3.0,2056.0,"2543 Buffalo Trl, Sugar Land, TX 77479",2543 Buffalo Trl,Sugar Land,TX,77479,Sold,,,,"2543 Buffalo Trl, Sugar Land, TX is a single family home that contains 2,056 sq ft and was built in 1977. It contains 4 bedrooms and 3 bathrooms. This home last sold for $78,000 in April 2017. The Zestimate for this house is $237,470, which has increased by $688 in the last 30 days. The Rent Zestimate for this home is $1,750/mo, which has decreased by $47/mo in the last 30 days. More",Single Family,1977.0,Other,Central,2.0,50.0,8298.0,,,,,,,8.0,10.0,10.0,,,29.587040000000002,-95.597992,http://www.zillow.com/homedetails/2543-Buffalo-Trl-Sugar-Land-TX-77479/27604448_zpid/,237470.0,216098.0,261217.0,1750.0,1610.0,1890.0,04/27/17,237470.0,,,,,,,1750.0,8311.45,5224.34,247781.45,59367.5,178102.5,876.1572445098241,67678.95,87.5,87.5,87.5,140.0,50.0,1964.0189111764907,-214.01891117649075,-3.794720417674756
27604454,Sold,Sugar Land,230000.0,3.0,2.0,1710.0,"2519 Buffalo Trl, Sugar Land, TX 77479",2519 Buffalo Trl,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Charming home in Settlers Park zoned to highly desirable Clements High School. This well maintained 3 bed, 2 bath home has an open living space. This home is tucked out of the way on a quiet street. Beautiful galley kitchen has granite counters and tumbled marble backsplash. Newly added wood-look porcelain tile runs throughout the entire home. Master bath features updated shower and granite counter. Recently built shed offers plenty of extra storage space.More",Single Family,1977.0,Other,Central,2.0,50.0,6983.0,,,,,,,8.0,10.0,10.0,,,29.586839,-95.599078,http://www.zillow.com/homedetails/2519-Buffalo-Trl-Sugar-Land-TX-77479/27604454_zpid/,232631.0,211694.0,255894.0,1650.0,1568.0,1799.0,02/15/19,231314.0,,,,,,,1650.0,8142.085,5117.8820000000005,242773.085,58157.75,174473.25,858.3035160128222,66299.835,82.5,82.5,82.5,132.0,50.0,1914.293682679489,-264.29368267948894,-4.783607971503801
27604504,Sold,Sugar Land,235000.0,3.0,2.0,1796.0,"2830 Mesquite Dr, Sugar Land, TX 77479",2830 Mesquite Dr,Sugar Land,TX,77479,Sold,,,,"2830 Mesquite Dr, Sugar Land, TX is a single family home that contains 1,796 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. This home last sold for $235,000 in December 2018. The Zestimate for this house is $237,506, which has decreased by $329 in the last 30 days. The Rent Zestimate for this home is $1,700/mo, which has increased by $13/mo in the last 30 days. More",Single Family,1978.0,Other,Central,2.0,50.0,6359.0,,,,,,,8.0,10.0,10.0,,,29.582255,-95.600909,http://www.zillow.com/homedetails/2830-Mesquite-Dr-Sugar-Land-TX-77479/27604504_zpid/,238228.0,216787.0,262051.0,1700.0,1564.0,1785.0,12/22/18,237506.0,,,,,,,1700.0,8337.98,5241.0160000000005,248565.98,59557.0,178671.0,878.9539227906108,67894.98,85.0,85.0,85.0,136.0,50.0,1956.7052561239443,-256.7052561239443,-4.537099905600284
27604636,For Rent,Sugar Land,,3.0,2.0,1496.0,"3138 Windmill St, Sugar Land, TX 77479",3138 Windmill St,Sugar Land,TX,77479,House for rent,95.0,10.0,,"In the heart of Sugar Land. Outstanding schools. Close to Highway 6 and 59. Close to 99 Ranch, Walmart, HEB, Randalls etc.",Single Family,1977.0,Other,Central,2.0,,,1.0,2.0,,1.0,1977.0,,8.0,10.0,10.0,,,29.583391,-95.597505,http://www.zillow.com/homedetails/3138-Windmill-St-Sugar-Land-TX-77479/27604636_zpid/,214642.0,195324.0,236106.0,1550.0,1473.0,1674.0,,,1550.0,Contact manager,Contact manager,Contact manager,Contact manager,,1550.0,7512.47,4722.124,224154.47,53660.5,160981.5,791.932215758107,61172.97,77.5,77.5,77.5,124.0,,,,
27604711,Sold,Sugar Land,225500.0,3.0,2.0,1544.0,"3022 Shawnee Dr, Sugar Land, TX 77479",3022 Shawnee Dr,Sugar Land,TX,77479,Sold,,,,"3022 Shawnee Dr, Sugar Land, TX is a single family home that contains 1,544 sq ft and was built in 1980. It contains 3 bedrooms and 2 bathrooms. This home last sold for $225,500 in April 2018. The Zestimate for this house is $229,434, which has decreased by $909 in the last 30 days. The Rent Zestimate for this home is $1,650/mo, which has increased by $21/mo in the last 30 days. More",Single Family,1980.0,Other,Central,2.0,50.0,6590.0,,,,,,,8.0,10.0,10.0,,,29.582357000000002,-95.59975899999999,http://www.zillow.com/homedetails/3022-Shawnee-Dr-Sugar-Land-TX-77479/27604711_zpid/,230636.0,209879.0,253700.0,1600.0,1504.0,1792.0,04/06/18,229434.0,,,,,,,1600.0,8072.26,5073.992000000001,240708.26,57659.0,172977.0,850.9428653925455,65731.26,80.0,80.0,80.0,128.0,50.0,1891.7755320592123,-291.7755320592123,-5.326699023737789
27604758,Sold,Sugar Land,183658.0,3.0,2.0,1409.0,"3014 Mosby Dr, Sugar Land, TX 77479",3014 Mosby Dr,Sugar Land,TX,77479,Sold,,,,"3014 Mosby Dr, Sugar Land, TX is a single family home that contains 1,409 sq ft and was built in 1978. It contains 3 bedrooms and 2 bathrooms. This home last sold for $183,658 in April 2017. The Zestimate for this house is $190,814, which has decreased by $565 in the last 30 days. The Rent Zestimate for this home is $1,550/mo, which has increased by $35/mo in the last 30 days. More",Single Family,1978.0,Other,Central,1.0,50.0,7061.0,,,,,,,8.0,10.0,10.0,,,29.581545000000002,-95.599827,http://www.zillow.com/homedetails/3014-Mosby-Dr-Sugar-Land-TX-77479/27604758_zpid/,191706.0,172535.0,212794.0,1500.0,1410.0,1695.0,04/10/17,190814.0,,,,,,,1500.0,6709.71,4217.532,200415.71,47926.5,143779.5,707.3087156946153,54636.21,75.0,75.0,75.0,120.0,50.0,1653.7697156946153,-153.76971569461534,-3.3773144007159064
27604889,Sold,Sugar Land,233500.0,4.0,3.0,2324.0,"3019 Sleepy Hollow Dr, Sugar Land, TX 77479",3019 Sleepy Hollow Dr,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Great 4/2.5/2 home located in Settlers Park subdivision in the heart of Sugar Land. The home was designed for easy living and entertaining with open, spacious rooms and is move-in ready with fresh paint and recent carpet. The kitchen offers stainless appliances. The refrigerator stays with the home and the dishwasher and microwave were purchased 4/2018. There is a powder bath on the first floor convenient to the main living areas (living room, formal dining room, kitchen, breakfast area and family room) and the bedrooms including the master retreat are located on the second level. The backyard is large and offers a free standing shed. This home is zoned for excellent schools and is a short walk away from the elementary school. The neighborhood offers great recreational opportunities with parks, pool and tennis courts and is just minutes away from First Colony Mall and Town Center with premier shopping, dining and entertainment.More",Single Family,1982.0,Other,Central,2.0,50.0,6582.0,,,,,,,8.0,10.0,10.0,,,29.579572,-95.599877,http://www.zillow.com/homedetails/3019-Sleepy-Hollow-Dr-Sugar-Land-TX-77479/27604889_zpid/,235243.0,223481.0,251710.0,1800.0,1710.0,1944.0,07/12/18,242233.0,,,,,,,1800.0,8233.505,5175.3460000000005,245476.505,58810.75,176432.25,867.9406184790691,67044.255,90.0,90.0,90.0,144.0,50.0,1963.2194518124024,-163.21945181240244,-2.921403812673926
27604953,For Sale,Sugar Land,225000.0,3.0,2.0,1676.0,"3318 Hidden Creek Dr, Sugar Land, TX 77479",3318 Hidden Creek Dr,Sugar Land,TX,77479,For sale,23.0,535.0,7.0,"Great for investors! Nice family home centrally located in the heart of Sugar Land. Zoned to the best schools. Huge master bedroom, this 3 bedroom, 2 bath is perfect for new families! Great area off the kitchen, can be used as an entertainment area, or your very own office. A very quiet and safe neighborhood! Located near schools, parks, and shopping. New a/c installed 2018, sprinkler system, new oven, new granite countertops in kitchen, home has been completely repiped as well. Freshly painted throughout the home! Very nice pergola patio in the back yard to entertain guests. Home is tenant occupied, do not disturb tenants, drive by only. Arrangements can be made if you want to see inside.",Single Family,1982.0,Other,Central,2.0,40.0,6412.0,134.0,2.0,Yes,1.0,1982.0,1483.0,8.0,10.0,10.0,,,29.578615999999997,-95.60092900000001,http://www.zillow.com/homedetails/3318-Hidden-Creek-Dr-Sugar-Land-TX-77479/27604953_zpid/,218470.0,207547.0,229393.0,1500.0,1425.0,1740.0,,,,,,,,,1500.0,7646.45,4806.34,228116.45,54617.5,163852.5,806.0558100309986,62263.95,75.0,75.0,75.0,120.0,40.0,1791.584143364332,-291.584143364332,-5.619639808222871
27605007,Sold,Sugar Land,160000.0,3.0,2.0,1710.0,"3226 Kempwood Dr, Sugar Land, TX 77479",3226 Kempwood Dr,Sugar Land,TX,77479,Sold,,,,"3226 Kempwood Dr, Sugar Land, TX is a single family home that contains 1,710 sq ft and was built in 1982. It contains 3 bedrooms and 2 bathrooms. This home last sold for $160,000 in November 2017. The Zestimate for this house is $164,293, which has decreased by $430 in the last 30 days. The Rent Zestimate for this home is $1,600/mo. More",Single Family,1982.0,Other,Central,2.0,No Data,6921.0,,,,,,,8.0,10.0,10.0,,,29.576115,-95.601796,http://www.zillow.com/homedetails/3226-Kempwood-Dr-Sugar-Land-TX-77479/27605007_zpid/,164820.0,148338.0,182950.0,1650.0,1501.0,1799.0,11/10/17,164293.0,,,,,,,1650.0,5768.7,3626.0400000000004,172588.7,41205.0,123615.0,608.1114963578945,46973.7,82.5,82.5,82.5,132.0,60.0,1549.7814963578944,100.21850364210559,2.5602029299486033
27605018,Sold,Sugar Land,234000.0,3.0,2.0,1710.0,"3114 Kempwood Dr, Sugar Land, TX 77479",3114 Kempwood Dr,Sugar Land,TX,77479,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Hurry!! Great floorplan with HUGE Family Room and Dining. What a perfect opportunity for entertaining Family and Friends with the wetbar and expansive covered patio. Spacious Kitchen with newly refinished countertops. True split floorplan with the Master Suite on one side of the home and the secondary bedrooms on the other for maximum privacy. Both baths have been updated. This home is just a few blocks from Settlers Way Elementary School and close and convenient to shopping and Hwy 59.More,Single Family,1983.0,Other,Central,4.0,38.0,7004.0,,,,,,,8.0,10.0,10.0,,,29.577704999999998,-95.602102,http://www.zillow.com/homedetails/3114-Kempwood-Dr-Sugar-Land-TX-77479/27605018_zpid/,238552.0,217082.0,262407.0,1700.0,1564.0,1785.0,06/20/18,237307.0,,,,,,,1700.0,8349.32,5248.144,248901.32,59638.0,178914.0,880.149336725934,67987.32,85.0,85.0,85.0,136.0,38.0,1946.4946700592673,-246.49467005926726,-4.350717223022185
27605054,For Sale,Sugar Land,224000.0,3.0,2.0,1710.0,"3323 Kempwood Dr, Sugar Land, TX 77479",3323 Kempwood Dr,Sugar Land,TX,77479,For sale,53.0,1298.0,42.0,"Schedule to see your new home sweet home in Settlers Park! Your new 3 bd 2 ba Sugar Land home is plenty spacious yet cozy w/ a wood burning brick fireplace in your family rm! Your formal dining space is open to your living rm & offers views of your front yd & new neighborhood! Better yet, enjoy a cup of coffee or evening rest on your welcoming front covered porch! Enjoy community park, community pool, walking distance to Settlers Way Elem, local shopping, dining & more! Wet bar between living rm & breakfast area is convenient! Laminate kitchen countertops have been well maintained! Wall oven, cook top & vent hood new in 2017, insulation added in Aug 2018, doors & dbl pane windows new in Sept 2015, roof new in 2017, mainline pipes in back yd replaced by city in 2018! Indoor utility space w/ cabinets & garage built ins are useful for organization & storage! Master rm and bath offer ample space & are split from secondary rms enhancing privacy! No flooding! Take a look & make it yours!",Single Family,1982.0,Other,Central,2.0,40.0,7352.0,131.0,2.0,Yes,1.0,1982.0,1447.0,8.0,10.0,10.0,,,29.575478000000004,-95.600785,http://www.zillow.com/homedetails/3323-Kempwood-Dr-Sugar-Land-TX-77479/27605054_zpid/,214714.0,203978.0,225450.0,1650.0,1501.0,1799.0,,,,,,,,,1650.0,7514.99,4723.7080000000005,224228.99,53678.5,161035.5,792.1978632992898,61193.49,82.5,82.5,82.5,132.0,40.0,1805.3401966326232,-155.34019663262325,-3.046210241631061
27605112,Sold,Sugar Land,225000.0,3.0,2.0,1545.0,"3203 Pebble Lake Dr, Sugar Land, TX 77479",3203 Pebble Lake Dr,Sugar Land,TX,77479,Sold,,,,Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.STUNNING RENOVATED HOME LOCATED ON OVERSIZED LOT. HOME IS FRESHLY PAINTED. KITCHEN & ADJOINING BREAKFAST NOOK OPEN TO FAMILY ROOM. KITCHEN HAS STAINLESS STEEL APPLIANCES WITH GRANITE COUNTERS. LOVELY BRICK FIREPLACE FEATURED IN FAMILY ROOM WITH ACCESS TO BACKYARD. TWO SECONDARY BEDROOMS AND A FULL BATHROOM LOCATED AT FRONT OF THE HOME. LARGE MASTER BEDROOM IS TUCKED AWAY IN THE REAR OF THE HOME WITH A PRIVATE BATHROOM. THE HOME FEATURES A LARGED COVERED PATIO THAT PROVIDES OUTDOOR LIVING SPACE.More,Single Family,1983.0,Forced air,"Central, Other",2.0,No Data,10736.0,,,,,,,8.0,10.0,10.0,,,29.57631,-95.600205,http://www.zillow.com/homedetails/3203-Pebble-Lake-Dr-Sugar-Land-TX-77479/27605112_zpid/,232057.0,208851.0,257583.0,1650.0,1501.0,1799.0,10/13/17,231375.0,,,,,,,1650.0,8121.995,5105.254,242178.995,58014.25,174042.75,856.185714781725,66136.245,82.5,82.5,82.5,132.0,60.0,1921.1235481150584,-271.1235481150584,-4.919363924245625
27605184,Sold,Sugar Land,225000.0,3.0,2.0,1710.0,"3407 Timber View Dr, Sugar Land, TX 77479",3407 Timber View Dr,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Fully remodeled one story home in the heart of Sugar Land! This home features 3 bedrooms and two baths. Crown moldings, extensive tile flooring in Family room, Dining, kitchen, hallways and all wet areas. All bedrooms have laminate wood flooring, no carpet! Fabulous updated kitchen with granite, decorator backspash, recent cabinets and fixtures. Spacious Master with 2 closets, master bath features granite & recent cabinets and fixtures. Double pane windows, recent doors, duck work has been redone, soaring ceilings, dry bar, extensive stamped concert patio. Home is located with-in walking distance to community pool, close to lakes, neighborhood aquatic park & zoned to exemplary schools.More",Single Family,1982.0,Other,Central,2.0,No Data,6682.0,,,,,,,8.0,10.0,10.0,,,29.574403999999998,-95.600661,http://www.zillow.com/homedetails/3407-Timber-View-Dr-Sugar-Land-TX-77479/27605184_zpid/,228970.0,208363.0,251867.0,1650.0,1501.0,1799.0,08/14/18,227974.0,,,,,,,1650.0,8013.95,5037.34,238983.95,57242.5,171727.5,844.7960764535075,65256.45,82.5,82.5,82.5,132.0,60.0,1904.074409786841,-254.074409786841,-4.672170976879821
27607205,For Sale,Sugar Land,245000.0,4.0,2.0,2648.0,"2314 Mason Dr, Sugar Land, TX 77498",2314 Mason Dr,Sugar Land,TX,77498,For sale,58.0,545.0,4.0,"Country living right in the city. No MUD, no HOA, no city taxes. Very low tax rate. Own water well and septic. Nice and clean spacious house. Huge, almost half and acre lot. House is much larger than the Appraisal district square footage. A lot of exits all around. Wonderful location, close to everything, priced low. House was completely renovated in 2013 and has been leased since then to a family who want to stay there for a very long time. Enough space to have a nice playground. Plenty of rooms, large and small. Excellent location next to West Airport Blvd and Highway 6. Excellent and highly rated Fort Bend schools. A lot of upgrades have been done recently, with a 1 year old 5 ton HVAC system. The house is leased currently and lease end next summer. Property is suitable for an investor who has the vision to keep the current tenants for a long time. Rent is due for an increase in July. No MUD taxes and no HOA regulations lends a lot of flexibility to alternate use.",Single Family,1969.0,Other,Central,2.0,,0.42,93.0,2.0,,1.0,1969.0,1572.0,9.0,7.0,6.0,,,29.653753000000002,-95.631156,http://www.zillow.com/homedetails/2314-Mason-Dr-Sugar-Land-TX-77498/27607205_zpid/,232827.0,216529.0,244468.0,1750.0,1663.0,1837.0,,,,,,,,,1750.0,8148.945,5122.194,242975.945,58206.75,174620.25,859.0266676527091,66355.695,87.5,87.5,87.5,140.0,,,,
27608121,Sold,Missouri City,222000.0,4.0,2.5,2492.0,"603 Go Man Go Dr, Stafford, TX 77477",603 Go Man Go Dr,Stafford,TX,77477,Sold,,,,"603 Go Man Go Dr, Stafford, TX is a single family home that contains 2,492 sq ft and was built in 1992. It contains 4 bedrooms and 2.5 bathrooms. This home last sold for $222,000 in July 2018. The Zestimate for this house is $225,185, which has decreased by $737 in the last 30 days. The Rent Zestimate for this home is $1,780/mo, which has increased by $30/mo in the last 30 days. More",Single Family,1992.0,Other,Central,2.0,No Data,8102.0,,,,,,,4.0,6.0,3.0,,,29.608506,-95.540751,http://www.zillow.com/homedetails/603-Go-Man-Go-Dr-Stafford-TX-77477/27608121_zpid/,226210.0,205851.0,248831.0,1800.0,1656.0,1944.0,07/02/18,225185.0,,,,,,,1800.0,7917.35,4976.620000000001,236127.35,56552.5,169657.5,834.6129207081623,64469.85,90.0,90.0,90.0,144.0,60.0,1923.3312540414959,-123.33125404149587,-2.2956080221963453
27608239,Sold,Missouri City,145000.0,3.0,3.0,2101.0,"2118 Whirlaway Dr, Stafford, TX 77477",2118 Whirlaway Dr,Stafford,TX,77477,Sold,,,,"2118 Whirlaway Dr, Stafford, TX is a single family home that contains 2,101 sq ft and was built in 1998. It contains 3 bedrooms and 3 bathrooms. This home last sold for $145,000 in July 2019. The Zestimate for this house is $145,522, which has increased by $92 in the last 30 days. The Rent Zestimate for this home is $1,695/mo, which has increased by $84/mo in the last 30 days. More",Single Family,1998.0,Other,Central,2.0,No Data,5501.0,,,,,,,4.0,6.0,3.0,,,29.605834,-95.538572,http://www.zillow.com/homedetails/2118-Whirlaway-Dr-Stafford-TX-77477/27608239_zpid/,145522.0,132425.0,160074.0,1695.0,1509.0,1797.0,07/31/19,145522.0,,,,,,,1695.0,5093.27,3201.4840000000004,152615.27,36380.5,109141.5,536.9105762225064,41473.770000000004,84.75,84.75,84.75,135.6,60.0,1453.5509095558398,241.44909044416022,6.986075983277919
27608318,Sold,Missouri City,68250.0,3.0,2.0,1508.0,"2211 Westwood Dr, Stafford, TX 77477",2211 Westwood Dr,Stafford,TX,77477,Sold,,,,"2211 Westwood Dr, Stafford, TX is a single family home that contains 1,508 sq ft and was built in 1984. It contains 3 bedrooms and 2 bathrooms. This home last sold for $68,250 in November 2017. The Zestimate for this house is $150,433, which has increased by $1,469 in the last 30 days. The Rent Zestimate for this home is $1,495/mo, which has increased by $17/mo in the last 30 days. More",Single Family,1984.0,Other,Central,2.0,No Data,6525.0,,,,,,,4.0,6.0,3.0,,,29.604430999999998,-95.538313,http://www.zillow.com/homedetails/2211-Westwood-Dr-Stafford-TX-77477/27608318_zpid/,150433.0,130877.0,165476.0,1495.0,1360.0,1570.0,11/26/17,150433.0,,,,,,,1495.0,5265.155,3309.5260000000003,157698.155,37608.25,112824.75,555.0299522606913,42873.405,74.75,74.75,74.75,119.6,60.0,1434.6737855940246,60.326214405975406,1.6884933045828874
27608373,For Sale,Missouri City,214000.0,4.0,3.0,2702.0,"2407 War Admiral Dr, Stafford, TX 77477",2407 War Admiral Dr,Stafford,TX,77477,For sale,42.0,549.0,33.0,"This Stafford two-story offers a fireplace, granite kitchen countertops, a den, and a two-car garage. ""This home has been virtually staged to illustrate its potential! Thanks for viewing!""",Single Family,1998.0,Other,Central,2.0,,6516.0,79.0,2.0,Yes,2.0,1998.0,1344.0,4.0,6.0,3.0,,,29.607906,-95.544003,http://www.zillow.com/homedetails/2407-War-Admiral-Dr-Stafford-TX-77477/27608373_zpid/,206192.0,195882.0,216502.0,1800.0,1602.0,1890.0,,,,,,,,,1800.0,7216.72,4536.224,215408.72,51548.0,154644.0,760.7555251609451,58764.72,90.0,90.0,90.0,144.0,,,,
27608500,Sold,Missouri City,164000.0,3.0,2.0,1580.0,"414 Present St, Stafford, TX 77477",414 Present St,Stafford,TX,77477,Sold,,,,"414 Present St, Stafford, TX is a single family home that contains 1,580 sq ft and was built in 1951. It contains 3 bedrooms and 2 bathrooms. This home last sold for $164,000 in August 2018. The Zestimate for this house is $166,274, which has decreased by $422 in the last 30 days. The Rent Zestimate for this home is $1,500/mo, which has increased by $3/mo in the last 30 days. More",Single Family,1951.0,Forced air,Wall,2.0,No Data,0.35,,,,,,,4.0,6.0,3.0,,,29.610791,-95.54396700000001,http://www.zillow.com/homedetails/414-Present-St-Stafford-TX-77477/27608500_zpid/,166909.0,151887.0,183600.0,1500.0,1350.0,1575.0,08/01/18,166274.0,,,,,,,1500.0,5841.815,3671.9980000000005,174750.815,41727.25,125181.75,615.8189646013822,47569.065,75.0,75.0,75.0,120.0,60.0,1526.8187979347153,-26.81879793471535,-0.67654383203997
27608972,Sold,Sugar Land,241500.0,3.0,2.0,1988.0,"535 Avery Dr, Sugar Land, TX 77479",535 Avery Dr,Sugar Land,TX,77479,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Gorgeous 1-story home featuring 3 bedrooms plus a study and 2 full baths; Flooring is all tile and laminate wood, except carpet in master closet. Study has plantation shutters and French doors; Kitchen has an island kitchen with recent cooktop (2014) and recent dishwasher (2014); Breakfast bar and window seats in kitchen make for lots of seating; Master bath includes a large walk-in closet, jetted tub and 2 sinks; Elegant flooring and designer paint colors; Lush landscaping in front and backMore",Single Family,1996.0,Other,Central,2.0,8.0,5834.0,,,,,,,10.0,10.0,8.0,,,29.598902000000002,-95.680835,http://www.zillow.com/homedetails/535-Avery-Dr-Sugar-Land-TX-77479/27608972_zpid/,241546.0,229469.0,253623.0,1800.0,1710.0,1890.0,07/26/17,244685.0,,,,,,,1800.0,8454.11,5314.012000000001,252000.11,60386.5,181159.5,891.1958469801236,68840.61,90.0,90.0,90.0,144.0,8.0,1956.030180313457,-156.0301803134571,-2.719851209571625
27608973,For Sale,Sugar Land,250000.0,2.0,2.0,2113.0,"539 Avery Dr, Sugar Land, TX 77479",539 Avery Dr,Sugar Land,TX,77479,For sale,193.0,764.0,26.0,"PRICE REDUCTION! Just looking to downsize but don't want to give up quality? This is the home for you. Charming David Weekley home in New Territory. Great open floor plan with tons of room for entertaining. Large island kitchen, lots of cabinets and a walk-in pantry; kitchen/breakfast area opens to over-sized living room with double doors to tranquil courtyard with gas grill.. Master bedroom has large walk-in closet and master bath with whirlpool tub and seamless shower, double sinks; Separate study with french doors and custom shelving (could easily be converted to 3rd bedroom). Secondary bedroom has private patio area. Large laundry room with built in cabinets. This house is waiting for your finishing touches. Conveniently located with quick access to Grand Parkway.",Single Family,1995.0,Other,Central,2.0,91.0,5510.0,118.0,2.0,Yes,1.0,1995.0,1695.0,10.0,10.0,8.0,,,29.598808000000002,-95.680715,http://www.zillow.com/homedetails/539-Avery-Dr-Sugar-Land-TX-77479/27608973_zpid/,240812.0,228771.0,252853.0,1850.0,1758.0,1998.0,,,,,,,,,1850.0,8428.42,5297.8640000000005,251240.42,60203.0,180609.0,888.487717879731,68631.42,92.5,92.5,92.5,148.0,91.0,2046.4763845463976,-196.47638454639764,-3.4353312441397423
27609179,Sold,Sugar Land,51700.0,4.0,4.0,3693.0,"642 Chevy Chase Cir, Sugar Land, TX 77478",642 Chevy Chase Cir,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Wow! This home has so much to offer! 4 bedrooms, all on the 2nd floor and a third floor gameroom! Quarters with kitchen and full bath on the 1st floor attached to the 3 car garage (1 garage has central a/c). Lovely pool, with more grassy space, covered patio and balcony off the 2nd floor,located on a treed corner lot on a prestigious Sugar Creek street!On the 1st floor is a huge family room, separate formal and a private study. This one has everything everyone would love and need. Lovely condition, shows like a model home ready for you!More",Single Family,1972.0,Other,Central,2.0,33.0,0.27,,,,,,,4.0,8.0,8.0,,,29.618655,-95.59500200000001,http://www.zillow.com/homedetails/642-Chevy-Chase-Cir-Sugar-Land-TX-77478/27609179_zpid/,528184.0,480647.0,581002.0,3455.0,2764.0,4422.0,04/29/18,528184.0,,,,,,,3455.0,18486.44,11620.048,548670.44,132046.0,396138.0,1948.7608457244153,150532.44,172.75,172.75,172.75,276.4,33.0,3944.7481790577485,-489.74817905774853,-3.9041273420486524
27609481,Sold,Sugar Land,224000.0,3.0,2.0,2045.0,"2 Bendwood Dr, Sugar Land, TX 77478",2 Bendwood Dr,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Darling recently remodeled one story patio home. New flooring, counter tops, light fixtures, stainless appliances, the list goes on! Refrigerator included also! Fenced yard, mowing and edging grass are included in the rent, so throw out the lawn mower!More",Single Family,1973.0,Other,Central,2.0,33.0,6324.0,,,,,,,4.0,8.0,8.0,,,29.616763,-95.590202,http://www.zillow.com/homedetails/2-Bendwood-Dr-Sugar-Land-TX-77478/27609481_zpid/,230937.0,207843.0,256340.0,1750.0,1663.0,1837.0,11/01/17,230242.0,,,,,,,1750.0,8082.795,5080.6140000000005,241019.795,57734.25,173202.75,852.0534196966573,65817.045,87.5,87.5,87.5,140.0,33.0,1910.9379196966574,-160.93791969665745,-2.934277946328173
27609865,Sold,Sugar Land,176000.0,3.0,2.0,2037.0,"1 River Creek Way, Sugar Land, TX 77478",1 River Creek Way,Sugar Land,TX,77478,Sold,,,,"Note: This property is not currently for sale or for rent on Zillow. The description below may be from a previous listing.Reward yourself with highly sought after living in the prestigious community of The Townhomes of Sugar Creek. Mature trees, sprawling lawns, private fenced yard space and lush landscaping adorn the property. New (March 2017) Interior paint - trend conscious neutral selections. Low maintenance flooring, over-sized master bedroom (down) with sitting area, updated light fixtures/fans, stainless kitchen appliances, filtered water, covered patio, 2 car garage with private driveway. Low taxes.More",Townhouse,1976.0,Other,Central,2.0,109.0,2883.0,,,,,,,4.0,8.0,8.0,,,29.60932,-95.582758,http://www.zillow.com/homedetails/1-River-Creek-Way-Sugar-Land-TX-77478/27609865_zpid/,182237.0,164013.0,202283.0,1695.0,1509.0,1848.0,08/03/17,181717.0,,,,,,,1695.0,6378.295,4009.2140000000004,190615.295,45559.25,136677.75,672.3723744798788,51937.545,84.75,84.75,84.75,135.6,109.0,1705.3235411465455,-10.323541146545494,-0.23852204365559815
27609869,Sold,Sugar Land,220000.0,3.0,2.0,2025.0,"5 River Creek Way, Sugar Land, TX 77478",5 River Creek Way,Sugar Land,TX,77478,Sold,,,,"5 River Creek Way, Sugar Land, TX is a townhouse home that contains 2,025 sq ft and was built in 1976. It contains 3 bedrooms and 2 bathrooms. This home last sold for $220,000 in March 2018. The Zestimate for this house is $224,054, which has decreased by $854 in the last 30 days. The Rent Zestimate for this home is $1,750/mo, which has decreased by $10/mo in the last 30 days. More",Townhouse,1976.0,Other,Central,2.0,33.0,1877.0,,,,,,,4.0,8.0,8.0,,,29.609797999999998,-95.582775,http://www.zillow.com/homedetails/5-River-Creek-Way-Sugar-Land-TX-77478/27609869_zpid/,225189.0,204922.0,247708.0,1700.0,1513.0,1836.0,03/19/18,224054.0,,,,,,,1700.0,7881.615,4954.158,235070.615,56297.25,168891.75,830.8458909922211,64178.865,85.0,85.0,85.0,136.0,33.0,1867.6923909922211,-167.69239099222114,-3.135469428925946
